Site Name 	SO2 Average 	Maximum	Longitude	Latitude	Months 	
Nanzi	1.13	4	120.328289	22.733667	Jun-21	
Zuoying	1.12	5.3	120.292917	22.674861	Jun-21	
Qianjin	1.32	9.3	120.2867611	22.63390278	Jun-21	
Qianzhen	1.54	9.7	120.3083336	22.6044507	Jun-21	
Xiaogang	1.67	5.2	120.337736	22.565833	Jun-21	
Pingtung	1.75	7.9	120.488033	22.673081	Jun-21	
Chaozhou	1.46	7	120.561175	22.523108	Jun-21	
Hengchun	2.92	10	120.788928	21.958069	Jun-21	
Taitung	1.94	8.2	121.15045	22.755358	Jun-21	
Hualien	1.67	10.8	121.599769	23.971306	Jun-21	
Yangming	2.42	21.5	121.529583	25.182722	Jun-21	
Yilan	2.4	16.3	121.746394	24.747917	Jun-21	
Dongshan	1.77	11.1	121.792928	24.632203	Jun-21	
Sanchong	1.55	8.1	121.493806	25.072611	Jun-21	
Zhongli	2	21.9	121.221667	24.953278	Jun-21	
Zhushan	1.22	7.9	120.677306	23.756389	Jun-21	
Yonghe	0.96	2.6	121.516306	25.017	Jun-21	
Fuxing	0.5	6.5	120.312017	22.608711	Jun-21	
Puli	0.95	6.5	120.967903	23.968842	Jun-21	
Matsu	0.93	5.5	119.9314938	26.15188416	Jun-21	
Kinmen	0.81	8.7	118.312256	24.432133	Jun-21	
Magong	0.98	2.2	119.566158	23.569031	Jun-21	
Guanshan	1.13	3.1	121.161933	23.045083	Jun-21	
Mailiao	1.62	4.1	120.251825	23.753506	Jun-21	
FugueiCape	1.55	7.6	121.5365689	25.29681695	Jun-21	
Dacheng	1.17	3.9	120.2696417	23.85493056	Jun-21	
Keelung	1.1	6.2	121.760056	25.129167	Jul-21	
Xizhi	0.89	4.8	121.64081	25.06624	Jul-21	
Wanli	1.3	6	121.689881	25.179667	Jul-21	
Xindian	1.02	3.7	121.537778	24.977222	Jul-21	
Tucheng	1.81	6.6	121.451861	24.982528	Jul-21	
Banqiao	1.24	4.8	121.458667	25.012972	Jul-21	
Xinzhuang	0.81	4.7	121.4325	25.037972	Jul-21	
Cailiao	1.04	7.1	121.481028	25.06895	Jul-21	
Linkou	1.2	10	121.3654898	25.07798949	Jul-21	
Tamsui	1.55	7.6	121.449239	25.1645	Jul-21	
Shilin	1.21	11.4	121.5166636	25.10334003	Jul-21	
Zhongshan	0.83	3.3	121.526528	25.062361	Jul-21	
Wanhua	1.56	6.7	121.507972	25.046503	Jul-21	
Guting	0.98	5.7	121.529556	25.020608	Jul-21	
Songshan	1.05	4.3	121.578611	25.05	Jul-21	
Datong	1.9	23.8	121.5134207	25.06331455	Jul-21	
Taoyuan	0.88	8.8	121.3050053	24.9947107	Jul-21	
Dayuan	1.29	9.4	121.2025147	25.06100357	Jul-21	
Guanyin	0.81	4.2	121.0828309	25.03556747	Jul-21	
Pingzhen	0.69	8.6	121.203986	24.952786	Jul-21	
Longtan	1.29	8.2	121.2164577	24.86400048	Jul-21	
Hukou	2.92	24.1	121.0388689	24.90009696	Jul-21	
Zhudong	0.82	6.2	121.0889549	24.74091408	Jul-21	
Hsinchu	2.14	9.9	120.9723675	24.8056356	Jul-21	
Toufen	1.66	6.5	120.8986929	24.69690679	Jul-21	
Miaoli	1.29	7.5	120.8201147	24.56499183	Jul-21	
Sanyi	1.16	4.8	120.7595675	24.38248443	Jul-21	
Fengyuan	1.57	8.6	120.7425241	24.25699731	Jul-21	
Shalu	0.78	3.8	120.568794	24.225628	Jul-21	
Dali	1.46	5.2	120.6784444	24.09961111	Jul-21	
Zhongming	1.35	4.5	120.641092	24.151958	Jul-21	
Xitun	2.6	12	120.616917	24.162197	Jul-21	
Changhua	1.39	8.7	120.541519	24.066	Jul-21	
Xianxi	1.35	4.5	120.469061	24.131672	Jul-21	
Erlin	1.68	8	120.409653	23.925175	Jul-21	
Nantou	1.62	6.3	120.685306	23.913	Jul-21	
Douliu	1.49	15.8	120.544994	23.711853	Jul-21	
Lunbei	1.33	4.2	120.348742	23.757547	Jul-21	
Xingang	1.75	6.5	120.345531	23.554839	Jul-21	
Puzi	1.19	4.1	120.2478	23.46538	Jul-21	
Taixi	1.49	8.5	120.1993333	23.702175	Jul-21	
Chiayi	2.36	14	120.4412515	23.46477865	Jul-21	
Xinying	1.98	4.8	120.31725	23.305633	Jul-21	
Shanhua	1.61	7.1	120.2974053	23.11337642	Jul-21	
Annan	1.56	4.5	120.2175	23.048197	Jul-21	
Tainan	1.83	6.9	120.22085	22.99123	Jul-21	
Meinong	1.59	5	120.530542	22.883583	Jul-21	
Qiaotou	1.6	12.1	120.305689	22.757506	Jul-21	
Renwu	1.27	4.3	120.332631	22.689056	Jul-21	
Fengshan	1.66	13	120.357422	22.628126	Jul-21	
Daliao	1.41	3.6	120.425311	22.56413611	Jul-21	
Linyuan	1.75	6.9	120.41175	22.4795	Jul-21	
Nanzi	0.88	4.7	120.328289	22.733667	Jul-21	
Zuoying	1.02	6.6	120.292917	22.674861	Jul-21	
Qianjin	1.08	6.6	120.2867611	22.63390278	Jul-21	
Qianzhen	1.63	14.6	120.3083336	22.6044507	Jul-21	
Xiaogang	1.46	4	120.337736	22.565833	Jul-21	
Pingtung	1.81	14.6	120.488033	22.673081	Jul-21	
Chaozhou	1.37	6.3	120.561175	22.523108	Jul-21	
Hengchun	1.62	7.5	120.788928	21.958069	Jul-21	
Taitung	1.79	12.8	121.15045	22.755358	Jul-21	
Hualien	1.32	9.2	121.599769	23.971306	Jul-21	
Yangming	2.45	24.9	121.529583	25.182722	Jul-21	
Yilan	3.05	60.5	121.746394	24.747917	Jul-21	
Dongshan	1.75	13.9	121.792928	24.632203	Jul-21	
Sanchong	2.03	13.6	121.493806	25.072611	Jul-21	
Zhongli	1.52	12.3	121.221667	24.953278	Jul-21	
Zhushan	1.66	9.2	120.677306	23.756389	Jul-21	
Yonghe	0.88	4.2	121.516306	25.017	Jul-21	
Fuxing	0.9	9.3	120.312017	22.608711	Jul-21	
Puli	0.81	5.1	120.967903	23.968842	Jul-21	
Matsu	0.93	4	119.9314938	26.15188416	Jul-21	
Kinmen	0.71	10.7	118.312256	24.432133	Jul-21	
Magong	1	2.2	119.566158	23.569031	Jul-21	
Guanshan	1.47	2.5	121.161933	23.045083	Jul-21	
Mailiao	0.85	5.2	120.251825	23.753506	Jul-21	
FugueiCape	1.07	6.1	121.5365689	25.29681695	Jul-21	
Dacheng	0.89	3.6	120.2696417	23.85493056	Jul-21	
Keelung	0.9	6.7	121.760056	25.129167	Aug-21	
Xizhi	0.95	5.5	121.64081	25.06624	Aug-21	
Wanli	1.21	9.2	121.689881	25.179667	Aug-21	
Xindian	1.08	8.7	121.537778	24.977222	Aug-21	
Tucheng	1.78	7.5	121.451861	24.982528	Aug-21	
Banqiao	1.11	8	121.458667	25.012972	Aug-21	
Xinzhuang	0.8	6.3	121.4325	25.037972	Aug-21	
Cailiao	0.99	8.5	121.481028	25.06895	Aug-21	
Linkou	1.14	6.5	121.3654898	25.07798949	Aug-21	
Tamsui	1.34	7.4	121.449239	25.1645	Aug-21	
Shilin	1.4	11.5	121.5166636	25.10334003	Aug-21	
Zhongshan	0.98	5.7	121.526528	25.062361	Aug-21	
Wanhua	1.37	10.8	121.507972	25.046503	Aug-21	
Guting	0.68	5.1	121.529556	25.020608	Aug-21	
Songshan	1.11	6.7	121.578611	25.05	Aug-21	
Datong	1.71	19.5	121.5134207	25.06331455	Aug-21	
Taoyuan	0.82	5.8	121.3050053	24.9947107	Aug-21	
Dayuan	1.33	11.3	121.2025147	25.06100357	Aug-21	
Guanyin	0.89	4.2	121.0828309	25.03556747	Aug-21	
Pingzhen	0.62	6.6	121.203986	24.952786	Aug-21	
Longtan	1.89	10.8	121.2164577	24.86400048	Aug-21	
Hukou	2.77	23.6	121.0388689	24.90009696	Aug-21	
Zhudong	1.11	4.4	121.0889549	24.74091408	Aug-21	
Hsinchu	2.04	6.3	120.9723675	24.8056356	Aug-21	
Toufen	1.79	5	120.8986929	24.69690679	Aug-21	
Miaoli	1.39	4.9	120.8201147	24.56499183	Aug-21	
Sanyi	0.93	4	120.7595675	24.38248443	Aug-21	
Fengyuan	1.45	5.8	120.7425241	24.25699731	Aug-21	
Shalu	0.81	3.7	120.568794	24.225628	Aug-21	
Dali	1.55	9.6	120.6784444	24.09961111	Aug-21	
Zhongming	1.86	8	120.641092	24.151958	Aug-21	
Xitun	2.28	13.1	120.616917	24.162197	Aug-21	
Changhua	1.6	4.3	120.541519	24.066	Aug-21	
Xianxi	1.72	12.6	120.469061	24.131672	Aug-21	
Erlin	1.99	15.8	120.409653	23.925175	Aug-21	
Nantou	2.38	14.5	120.685306	23.913	Aug-21	
Douliu	1.99	14.7	120.544994	23.711853	Aug-21	
Lunbei	1.56	5.5	120.348742	23.757547	Aug-21	
Xingang	2.17	9.7	120.345531	23.554839	Aug-21	
Puzi	1.34	6.3	120.2478	23.46538	Aug-21	
Taixi	2.28	10.2	120.1993333	23.702175	Aug-21	
Chiayi	3.05	18.8	120.4412515	23.46477865	Aug-21	
Xinying	2.1	7.9	120.31725	23.305633	Aug-21	
Shanhua	1.79	7.1	120.2974053	23.11337642	Aug-21	
Annan	2.07	7.8	120.2175	23.048197	Aug-21	
Tainan	2.2	8.3	120.22085	22.99123	Aug-21	
Meinong	2.11	5.8	120.530542	22.883583	Aug-21	
Qiaotou	2.05	7.9	120.305689	22.757506	Aug-21	
Renwu	1.99	9.2	120.332631	22.689056	Aug-21	
Fengshan	2.56	64.2	120.357422	22.628126	Aug-21	
Daliao	1.89	5.8	120.425311	22.56413611	Aug-21	
Linyuan	1.97	11.2	120.41175	22.4795	Aug-21	
Nanzi	1.12	10.2	120.328289	22.733667	Aug-21	
Zuoying	1.15	13.7	120.292917	22.674861	Aug-21	
Qianjin	1.18	9.9	120.2867611	22.63390278	Aug-21	
Qianzhen	1.82	28.9	120.3083336	22.6044507	Aug-21	
Xiaogang	1.27	5.3	120.337736	22.565833	Aug-21	
Pingtung	2.04	32.6	120.488033	22.673081	Aug-21	
Chaozhou	1.42	8.8	120.561175	22.523108	Aug-21	
Hengchun	1.48	11.3	120.788928	21.958069	Aug-21	
Taitung	2.17	23.6	121.15045	22.755358	Aug-21	
Hualien	2.01	13.5	121.599769	23.971306	Aug-21	
Yangming	3.01	22.9	121.529583	25.182722	Aug-21	
Yilan	2.71	36.1	121.746394	24.747917	Aug-21	
Dongshan	1.54	18.6	121.792928	24.632203	Aug-21	
Sanchong	2.41	36.8	121.493806	25.072611	Aug-21	
Zhongli	2.18	12.7	121.221667	24.953278	Aug-21	
Zhushan	1.87	18.1	120.677306	23.756389	Aug-21	
Yonghe	1.04	3.9	121.516306	25.017	Aug-21	
Fuxing	1.28	11.7	120.312017	22.608711	Aug-21	
Puli	1.03	6.6	120.967903	23.968842	Aug-21	
Matsu	0.99	6.4	119.9314938	26.15188416	Aug-21	
Kinmen	0.59	3.9	118.312256	24.432133	Aug-21	
Magong	1.07	2.1	119.566158	23.569031	Aug-21	
Guanshan	1.39	4.7	121.161933	23.045083	Aug-21	
Mailiao	0.85	2.1	120.251825	23.753506	Aug-21	
FugueiCape	1.83	9.6	121.5365689	25.29681695	Aug-21	
Dacheng	0.94	4.2	120.2696417	23.85493056	Aug-21	
Keelung	0.68	2.2	121.760056	25.129167	Sep-21	
Xizhi	0.99	3.5	121.64081	25.06624	Sep-21	
Wanli	0.86	13.5	121.689881	25.179667	Sep-21	
Xindian	0.75	6.5	121.537778	24.977222	Sep-21	
Tucheng	1.21	3.7	121.451861	24.982528	Sep-21	
Banqiao	1.04	5.3	121.458667	25.012972	Sep-21	
Xinzhuang	0.64	6.4	121.4325	25.037972	Sep-21	
Cailiao	1.11	8.8	121.481028	25.06895	Sep-21	
Linkou	0.8	9.3	121.3654898	25.07798949	Sep-21	
Tamsui	0.79	2.8	121.449239	25.1645	Sep-21	
Shilin	1.42	11.7	121.5166636	25.10334003	Sep-21	
Zhongshan	0.68	7.5	121.526528	25.062361	Sep-21	
Wanhua	1.11	3.1	121.507972	25.046503	Sep-21	
Guting	0.83	6.8	121.529556	25.020608	Sep-21	
Songshan	0.87	5.3	121.578611	25.05	Sep-21	
Datong	0.92	8.7	121.5134207	25.06331455	Sep-21	
Taoyuan	0.7	10.6	121.3050053	24.9947107	Sep-21	
Dayuan	0.95	4.2	121.2025147	25.06100357	Sep-21	
Guanyin	0.88	5.2	121.0828309	25.03556747	Sep-21	
Pingzhen	0.24	4.1	121.203986	24.952786	Sep-21	
Longtan	2.09	24.9	121.2164577	24.86400048	Sep-21	
Hukou	2.69	19	121.0388689	24.90009696	Sep-21	
Zhudong	0.78	4.1	121.0889549	24.74091408	Sep-21	
Hsinchu	1.61	19	120.9723675	24.8056356	Sep-21	
Toufen	1.39	4.2	120.8986929	24.69690679	Sep-21	
Miaoli	1.51	5.2	120.8201147	24.56499183	Sep-21	
Sanyi	1.23	4.6	120.7595675	24.38248443	Sep-21	
Fengyuan	1.23	3.9	120.7425241	24.25699731	Sep-21	
Shalu	0.83	3	120.568794	24.225628	Sep-21	
Dali	1.7	7	120.6784444	24.09961111	Sep-21	
Zhongming	2.03	6.5	120.641092	24.151958	Sep-21	
Xitun	1.91	8.4	120.616917	24.162197	Sep-21	
Changhua	1.56	7	120.541519	24.066	Sep-21	
Xianxi	2	9.2	120.469061	24.131672	Sep-21	
Erlin	1.96	9.2	120.409653	23.925175	Sep-21	
Nantou	2.13	10.9	120.685306	23.913	Sep-21	
Douliu	2.01	23	120.544994	23.711853	Sep-21	
Lunbei	1.7	6.6	120.348742	23.757547	Sep-21	
Xingang	2.21	7.7	120.345531	23.554839	Sep-21	
Puzi	1.31	4.2	120.2478	23.46538	Sep-21	
Taixi	3.13	16	120.1993333	23.702175	Sep-21	
Chiayi	2.7	15.4	120.4412515	23.46477865	Sep-21	
Xinying	1.63	11.5	120.31725	23.305633	Sep-21	
Shanhua	2.33	9.8	120.2974053	23.11337642	Sep-21	
Annan	2.22	6.3	120.2175	23.048197	Sep-21	
Tainan	2.36	6.8	120.22085	22.99123	Sep-21	
Meinong	2.45	8.8	120.530542	22.883583	Sep-21	
Qiaotou	2.53	7.9	120.305689	22.757506	Sep-21	
Renwu	2.47	19.5	120.332631	22.689056	Sep-21	
Fengshan	1.77	62.9	120.357422	22.628126	Sep-21	
Daliao	2.14	8.3	120.425311	22.56413611	Sep-21	
Linyuan	1.7	4.7	120.41175	22.4795	Sep-21	
Nanzi	1.49	6.4	120.328289	22.733667	Sep-21	
Zuoying	1.44	5.1	120.292917	22.674861	Sep-21	
Qianjin	1.87	5.7	120.2867611	22.63390278	Sep-21	
Qianzhen	1.9	14.4	120.3083336	22.6044507	Sep-21	
Xiaogang	1.31	5	120.337736	22.565833	Sep-21	
Pingtung	2.03	16.2	120.488033	22.673081	Sep-21	
Chaozhou	1.65	5.6	120.561175	22.523108	Sep-21	
Hengchun	1.87	7.4	120.788928	21.958069	Sep-21	
Taitung	2.48	7.5	121.15045	22.755358	Sep-21	
Hualien	1.7	9.1	121.599769	23.971306	Sep-21	
Yangming	2.79	32.7	121.529583	25.182722	Sep-21	
Yilan	2.39	14.1	121.746394	24.747917	Sep-21	
Dongshan	1.66	9.4	121.792928	24.632203	Sep-21	
Sanchong	2.35	11.1	121.493806	25.072611	Sep-21	
Zhongli	2.13	14.7	121.221667	24.953278	Sep-21	
Zhushan	1.94	7.9	120.677306	23.756389	Sep-21	
Yonghe	1.01	2.4	121.516306	25.017	Sep-21	
Fuxing	1.41	8.9	120.312017	22.608711	Sep-21	
Puli	1.15	17	120.967903	23.968842	Sep-21	
Matsu	0.91	5.5	119.9314938	26.15188416	Sep-21	
Kinmen	0.71	2.6	118.312256	24.432133	Sep-21	
Magong	1.12	3	119.566158	23.569031	Sep-21	
Guanshan	1.28	2.6	121.161933	23.045083	Sep-21	
Mailiao	0.89	2.2	120.251825	23.753506	Sep-21	
FugueiCape	1.81	5.9	121.5365689	25.29681695	Sep-21	
Dacheng	0.86	3	120.2696417	23.85493056	Sep-21	
Keelung	0.9	9.5	121.760056	25.129167	Oct-21	
Xizhi	0.99	6.1	121.64081	25.06624	Oct-21	
Wanli	1.08	7.6	121.689881	25.179667	Oct-21	
Xindian	0.95	6.2	121.537778	24.977222	Oct-21	
Tucheng	1.33	7.1	121.451861	24.982528	Oct-21	
Banqiao	1.31	6.9	121.458667	25.012972	Oct-21	
Xinzhuang	1.17	6.4	121.4325	25.037972	Oct-21	
Cailiao	1.22	7	121.481028	25.06895	Oct-21	
Linkou	1.17	8.5	121.3654898	25.07798949	Oct-21	
Tamsui	1.11	4.6	121.449239	25.1645	Oct-21	
Shilin	1.52	11.4	121.5166636	25.10334003	Oct-21	
Zhongshan	0.79	3.7	121.526528	25.062361	Oct-21	
Wanhua	1.57	9	121.507972	25.046503	Oct-21	
Guting	0.89	4.6	121.529556	25.020608	Oct-21	
Songshan	1.03	5.7	121.578611	25.05	Oct-21	
Datong	1.04	23	121.5134207	25.06331455	Oct-21	
Taoyuan	0.84	6.7	121.3050053	24.9947107	Oct-21	
Dayuan	1.24	9.2	121.2025147	25.06100357	Oct-21	
Guanyin	1.29	4.6	121.0828309	25.03556747	Oct-21	
Pingzhen	0.39	6.4	121.203986	24.952786	Oct-21	
Longtan	2.53	11	121.2164577	24.86400048	Oct-21	
Hukou	2.92	17.4	121.0388689	24.90009696	Oct-21	
Zhudong	1.78	5.1	121.0889549	24.74091408	Oct-21	
Hsinchu	2	9.3	120.9723675	24.8056356	Oct-21	
Toufen	1.7	5	120.8986929	24.69690679	Oct-21	
Miaoli	1.61	5.4	120.8201147	24.56499183	Oct-21	
Sanyi	1.6	4.7	120.7595675	24.38248443	Oct-21	
Fengyuan	1.47	4	120.7425241	24.25699731	Oct-21	
Shalu	0.89	3	120.568794	24.225628	Oct-21	
Dali	1.58	6.2	120.6784444	24.09961111	Oct-21	
Zhongming	2.11	7.4	120.641092	24.151958	Oct-21	
Xitun	2.04	6.4	120.616917	24.162197	Oct-21	
Changhua	1.75	7.6	120.541519	24.066	Oct-21	
Xianxi	1.84	6.4	120.469061	24.131672	Oct-21	
Erlin	1.95	9.3	120.409653	23.925175	Oct-21	
Nantou	1.77	9.5	120.685306	23.913	Oct-21	
Douliu	1.85	17.9	120.544994	23.711853	Oct-21	
Lunbei	1.76	6.4	120.348742	23.757547	Oct-21	
Xingang	2.11	6	120.345531	23.554839	Oct-21	
Puzi	1.4	3.9	120.2478	23.46538	Oct-21	
Taixi	3.41	15.4	120.1993333	23.702175	Oct-21	
Chiayi	2.16	19.9	120.4412515	23.46477865	Oct-21	
Xinying	2.38	8.9	120.31725	23.305633	Oct-21	
Shanhua	2.07	8.1	120.2974053	23.11337642	Oct-21	
Annan	2.33	6.6	120.2175	23.048197	Oct-21	
Tainan	2.33	8.1	120.22085	22.99123	Oct-21	
Meinong	2.7	8.3	120.530542	22.883583	Oct-21	
Qiaotou	2.56	9.8	120.305689	22.757506	Oct-21	
Renwu	3.5	25.7	120.332631	22.689056	Oct-21	
Fengshan	1.7	14.5	120.357422	22.628126	Oct-21	
Daliao	2.4	8	120.425311	22.56413611	Oct-21	
Linyuan	1.75	4.7	120.41175	22.4795	Oct-21	
Nanzi	1.72	8.9	120.328289	22.733667	Oct-21	
Zuoying	1.87	7.8	120.292917	22.674861	Oct-21	
Qianjin	1.71	4.6	120.2867611	22.63390278	Oct-21	
Qianzhen	2.11	8.5	120.3083336	22.6044507	Oct-21	
Xiaogang	1.59	5.5	120.337736	22.565833	Oct-21	
Pingtung	2.74	16.1	120.488033	22.673081	Oct-21	
Chaozhou	1.99	10.7	120.561175	22.523108	Oct-21	
Hengchun	2.19	8	120.788928	21.958069	Oct-21	
Taitung	2.22	5.5	121.15045	22.755358	Oct-21	
Hualien	2.08	9.4	121.599769	23.971306	Oct-21	
Yangming	2.84	13.8	121.529583	25.182722	Oct-21	
Yilan	2.67	13.5	121.746394	24.747917	Oct-21	
Dongshan	1.96	7.8	121.792928	24.632203	Oct-21	
Sanchong	2.57	9.4	121.493806	25.072611	Oct-21	
Zhongli	2.99	14.9	121.221667	24.953278	Oct-21	
Zhushan	1.63	10.5	120.677306	23.756389	Oct-21	
Yonghe	1.13	2.9	121.516306	25.017	Oct-21	
Fuxing	1.55	8.8	120.312017	22.608711	Oct-21	
Puli	1.7	27.9	120.967903	23.968842	Oct-21	
Matsu	0.76	5.3	119.9314938	26.15188416	Oct-21	
Kinmen	0.93	5	118.312256	24.432133	Oct-21	
Magong	1.09	2.3	119.566158	23.569031	Oct-21	
Guanshan	1.44	2.4	121.161933	23.045083	Oct-21	
Mailiao	0.85	1.8	120.251825	23.753506	Oct-21	
FugueiCape	2.73	16.2	121.5365689	25.29681695	Oct-21	
Dacheng	1.45	6.8	120.2696417	23.85493056	Oct-21	
Keelung	0.94	4.2	121.760056	25.129167	Nov-21	
Xizhi	0.93	2.5	121.64081	25.06624	Nov-21	
Wanli	1	8	121.689881	25.179667	Nov-21	
Xindian	0.98	5.7	121.537778	24.977222	Nov-21	
Tucheng	1.26	7.6	121.451861	24.982528	Nov-21	
Banqiao	1.11	7.8	121.458667	25.012972	Nov-21	
Xinzhuang	0.96	10.7	121.4325	25.037972	Nov-21	
Cailiao	1.4	13.8	121.481028	25.06895	Nov-21	
Linkou	1.13	5.4	121.3654898	25.07798949	Nov-21	
Tamsui	0.95	3.3	121.449239	25.1645	Nov-21	
Shilin	1.52	18.3	121.5166636	25.10334003	Nov-21	
Zhongshan	0.87	10.3	121.526528	25.062361	Nov-21	
Wanhua	1.53	5.9	121.507972	25.046503	Nov-21	
Guting	0.91	8.2	121.529556	25.020608	Nov-21	
Songshan	1.02	8.9	121.578611	25.05	Nov-21	
Datong	1.03	17	121.5134207	25.06331455	Nov-21	
Taoyuan	0.71	8.6	121.3050053	24.9947107	Nov-21	
Dayuan	1.17	6.7	121.2025147	25.06100357	Nov-21	
Guanyin	0.77	2.3	121.0828309	25.03556747	Nov-21	
Pingzhen	0.26	2	121.203986	24.952786	Nov-21	
Longtan	2.64	8.6	121.2164577	24.86400048	Nov-21	
Hukou	2.4	18.8	121.0388689	24.90009696	Nov-21	
Zhudong	1.13	4.1	121.0889549	24.74091408	Nov-21	
Hsinchu	1.91	9.2	120.9723675	24.8056356	Nov-21	
Toufen	1.62	5.5	120.8986929	24.69690679	Nov-21	
Miaoli	1.61	5.7	120.8201147	24.56499183	Nov-21	
Sanyi	1.28	3.9	120.7595675	24.38248443	Nov-21	
Fengyuan	1.24	3.3	120.7425241	24.25699731	Nov-21	
Shalu	0.82	3.2	120.568794	24.225628	Nov-21	
Dali	1.36	4.5	120.6784444	24.09961111	Nov-21	
Zhongming	2.11	10.9	120.641092	24.151958	Nov-21	
Xitun	2.05	7	120.616917	24.162197	Nov-21	
Changhua	1.51	4.4	120.541519	24.066	Nov-21	
Xianxi	1.78	3.3	120.469061	24.131672	Nov-21	
Erlin	1.65	3.3	120.409653	23.925175	Nov-21	
Nantou	1.15	3	120.685306	23.913	Nov-21	
Douliu	1.56	4	120.544994	23.711853	Nov-21	
Lunbei	1.63	4.8	120.348742	23.757547	Nov-21	
Xingang	2.21	6.3	120.345531	23.554839	Nov-21	
Puzi	1.36	2.6	120.2478	23.46538	Nov-21	
Taixi	2.81	12.3	120.1993333	23.702175	Nov-21	
Chiayi	1.79	10.9	120.4412515	23.46477865	Nov-21	
Xinying	1.92	9.4	120.31725	23.305633	Nov-21	
Shanhua	1.56	7.8	120.2974053	23.11337642	Nov-21	
Annan	1.89	5.9	120.2175	23.048197	Nov-21	
Tainan	2.04	7.7	120.22085	22.99123	Nov-21	
Meinong	2.15	6.5	120.530542	22.883583	Nov-21	
Qiaotou	2.5	9.6	120.305689	22.757506	Nov-21	
Renwu	3.26	44.1	120.332631	22.689056	Nov-21	
Fengshan	1.35	10.8	120.357422	22.628126	Nov-21	
Daliao	1.96	5.9	120.425311	22.56413611	Nov-21	
Linyuan	1.56	4.8	120.41175	22.4795	Nov-21	
Nanzi	1.64	5	120.328289	22.733667	Nov-21	
Zuoying	1.77	5.6	120.292917	22.674861	Nov-21	
Qianjin	2.03	6.6	120.2867611	22.63390278	Nov-21	
Qianzhen	2.06	11.2	120.3083336	22.6044507	Nov-21	
Xiaogang	1.52	5.5	120.337736	22.565833	Nov-21	
Pingtung	3.01	20.6	120.488033	22.673081	Nov-21	
Chaozhou	1.9	7.2	120.561175	22.523108	Nov-21	
Hengchun	2.09	7.4	120.788928	21.958069	Nov-21	
Taitung	2.77	15.3	121.15045	22.755358	Nov-21	
Hualien	1.96	13.5	121.599769	23.971306	Nov-21	
Yangming	3.33	23	121.529583	25.182722	Nov-21	
Yilan	2.76	29.6	121.746394	24.747917	Nov-21	
Dongshan	1.92	11.7	121.792928	24.632203	Nov-21	
Sanchong	2.63	12.5	121.493806	25.072611	Nov-21	
Zhongli	3.44	26.9	121.221667	24.953278	Nov-21	
Zhushan	1.84	18	120.677306	23.756389	Nov-21	
Yonghe	1.2	3.4	121.516306	25.017	Nov-21	
Fuxing	1.77	11.6	120.312017	22.608711	Nov-21	
Puli	0.78	16.7	120.967903	23.968842	Nov-21	
Matsu	0.78	6.7	119.9314938	26.15188416	Nov-21	
Kinmen	0.82	6.5	118.312256	24.432133	Nov-21	
Magong	1.1	2.3	119.566158	23.569031	Nov-21	
Guanshan	1.35	2.1	121.161933	23.045083	Nov-21	
Mailiao	0.87	2.7	120.251825	23.753506	Nov-21	
FugueiCape	2.56	13.7	121.5365689	25.29681695	Nov-21	
Dacheng	1.57	7.8	120.2696417	23.85493056	Nov-21	
Keelung	0.87	6.3	121.760056	25.129167	Dec-21	
Xizhi	0.78	5.4	121.64081	25.06624	Dec-21	
Wanli	0.95	4.1	121.689881	25.179667	Dec-21	
Xindian	0.93	5	121.537778	24.977222	Dec-21	
Tucheng	1.23	6.4	121.451861	24.982528	Dec-21	
Banqiao	1.06	5.1	121.458667	25.012972	Dec-21	
Xinzhuang	0.89	3.3	121.4325	25.037972	Dec-21	
Cailiao	1.29	4.6	121.481028	25.06895	Dec-21	
Linkou	1.16	9.5	121.3654898	25.07798949	Dec-21	
Tamsui	0.97	5.6	121.449239	25.1645	Dec-21	
Shilin	1.17	5.6	121.5166636	25.10334003	Dec-21	
Zhongshan	0.9	3	121.526528	25.062361	Dec-21	
Wanhua	1.35	6.2	121.507972	25.046503	Dec-21	
Guting	0.75	3.6	121.529556	25.020608	Dec-21	
Songshan	1.05	4.1	121.578611	25.05	Dec-21	
Datong	1.05	9.9	121.5134207	25.06331455	Dec-21	
Taoyuan	0.55	4.7	121.3050053	24.9947107	Dec-21	
Dayuan	1.12	9.6	121.2025147	25.06100357	Dec-21	
Guanyin	0.66	2.8	121.0828309	25.03556747	Dec-21	
Pingzhen	0.23	2.2	121.203986	24.952786	Dec-21	
Longtan	2.41	9.9	121.2164577	24.86400048	Dec-21	
Hukou	2.01	13.2	121.0388689	24.90009696	Dec-21	
Zhudong	0.92	2.6	121.0889549	24.74091408	Dec-21	
Hsinchu	1.82	5.7	120.9723675	24.8056356	Dec-21	
Toufen	1.41	3.1	120.8986929	24.69690679	Dec-21	
Miaoli	1.56	3.5	120.8201147	24.56499183	Dec-21	
Sanyi	1.2	4	120.7595675	24.38248443	Dec-21	
Fengyuan	1.22	3.5	120.7425241	24.25699731	Dec-21	
Shalu	0.73	3.6	120.568794	24.225628	Dec-21	
Dali	1.15	2.9	120.6784444	24.09961111	Dec-21	
Zhongming	2.05	6.5	120.641092	24.151958	Dec-21	
Xitun	2.07	4.8	120.616917	24.162197	Dec-21	
Changhua	1.49	4.4	120.541519	24.066	Dec-21	
Xianxi		3.3	120.469061	24.131672	Dec-21	
Erlin	1.59	3.2	120.409653	23.925175	Dec-21	
