Site Name 	SO2 Average 	Maximum	Longitude	Latitude	Months 	
Hsinchu	1.36	5.6	120.9723675	24.8056356	Jun-22	
Toufen	1.48	3.9	120.8986929	24.69690679	Jun-22	
Miaoli	1.11	4	120.8201147	24.56499183	Jun-22	
Sanyi	0.74	3.5	120.7595675	24.38248443	Jun-22	
Fengyuan	1.06	4.3	120.7425241	24.25699731	Jun-22	
Shalu	0.75	3.2	120.568794	24.225628	Jun-22	
Dali	1.2	4.9	120.6784444	24.09961111	Jun-22	
Zhongming	1.52	8.3	120.641092	24.151958	Jun-22	
Xitun	1.81	4.7	120.616917	24.162197	Jun-22	
Changhua	1.14	8	120.541519	24.066	Jun-22	
Xianxi	1.27	9.4	120.469061	24.131672	Jun-22	
Erlin	1.37	7.9	120.409653	23.925175	Jun-22	
Nantou	1.33	10.3	120.685306	23.913	Jun-22	
Douliu	1.71	15.8	120.544994	23.711853	Jun-22	
Lunbei	0.86	3.6	120.348742	23.757547	Jun-22	
Xingang	0.84	3.9	120.345531	23.554839	Jun-22	
Puzi	1.15	2.4	120.2478	23.46538	Jun-22	
Taixi	1.32	6.1	120.1993333	23.702175	Jun-22	
Chiayi	1.4	9.1	120.4412515	23.46477865	Jun-22	
Xinying	1.52	4	120.31725	23.305633	Jun-22	
Shanhua	1.21	7.7	120.2974053	23.11337642	Jun-22	
Annan	1.5	3.6	120.2175	23.048197	Jun-22	
Tainan	1.12	3.9	120.22085	22.99123	Jun-22	
Meinong	1.06	4	120.530542	22.883583	Jun-22	
Qiaotou	1.55	8.5	120.305689	22.757506	Jun-22	
Renwu	1.61	14.3	120.332631	22.689056	Jun-22	
Fengshan	1.49	54.8	120.357422	22.628126	Jun-22	
Daliao	1.23	5.4	120.425311	22.56413611	Jun-22	
Linyuan	1.08	3.4	120.41175	22.4795	Jun-22	
Nanzi	0.92	6	120.328289	22.733667	Jun-22	
Zuoying	0.68	3.5	120.292917	22.674861	Jun-22	
Qianjin	1.34	9.6	120.2867611	22.63390278	Jun-22	
Qianzhen	1.21	6.4	120.3083336	22.6044507	Jun-22	
Xiaogang	0.7	3.2	120.337736	22.565833	Jun-22	
Pingtung	1.87	9.5	120.488033	22.673081	Jun-22	
Chaozhou	1.26	6.7	120.561175	22.523108	Jun-22	
Hengchun	1.84	7.6	120.788928	21.958069	Jun-22	
Taitung	1.22	8.8	121.15045	22.755358	Jun-22	
Hualien	1.22	7.6	121.599769	23.971306	Jun-22	
Yangming	1.25	24.1	121.529583	25.182722	Jun-22	
Yilan	2.7	23.3	121.746394	24.747917	Jun-22	
Dongshan	1.26	6.5	121.792928	24.632203	Jun-22	
Sanchong	1.31	7.2	121.493806	25.072611	Jun-22	
Zhongli	0.94	9.5	121.221667	24.953278	Jun-22	
Zhushan	1.04	9.5	120.677306	23.756389	Jun-22	
Yonghe	0.5	2.5	121.516306	25.017	Jun-22	
Fuxing	0.88	7.2	120.312017	22.608711	Jun-22	
Puli	1.09	5.8	120.967903	23.968842	Jun-22	
Matsu	1.03	5.4	119.9314938	26.15188416	Jun-22	
Kinmen	0.65	6.6	118.312256	24.432133	Jun-22	
Magong	0.62	1.6	119.566158	23.569031	Jun-22	
Guanshan	0.62	3	121.161933	23.045083	Jun-22	
Mailiao	0.44	2.5	120.251825	23.753506	Jun-22	
FugueiCape	2.12	14.6	121.5365689	25.29681695	Jun-22	
Dacheng	0.94	9.8	120.2696417	23.85493056	Jun-22	
Keelung	1.05	7.6	121.760056	25.129167	Jul-22	
Xizhi	1.14	6.7	121.64081	25.06624	Jul-22	
Wanli	1.07	10.5	121.689881	25.179667	Jul-22	
Xindian	1	6.5	121.537778	24.977222	Jul-22	
Tucheng	1.48	6.7	121.451861	24.982528	Jul-22	
Banqiao	1.03	9.8	121.458667	25.012972	Jul-22	
Xinzhuang	0.71	8.1	121.4325	25.037972	Jul-22	
Cailiao	1.3	9.9	121.481028	25.06895	Jul-22	
Linkou	0.84	5.4	121.3654898	25.07798949	Jul-22	
Tamsui	1.21	4.1	121.449239	25.1645	Jul-22	
Shilin	1.3	24	121.5166636	25.10334003	Jul-22	
Zhongshan	0.77	7.5	121.526528	25.062361	Jul-22	
Wanhua	1.46	7.4	121.507972	25.046503	Jul-22	
Guting	0.77	4.2	121.529556	25.020608	Jul-22	
Songshan	0.7	9.5	121.578611	25.05	Jul-22	
Datong	2.18	23.7	121.5134207	25.06331455	Jul-22	
Taoyuan	1.01	9.2	121.3050053	24.9947107	Jul-22	
Dayuan	1.39	8.9	121.2025147	25.06100357	Jul-22	
Guanyin	0.85	3.3	121.0828309	25.03556747	Jul-22	
Pingzhen	0.68	3.1	121.203986	24.952786	Jul-22	
Longtan	1.04	4.8	121.2164577	24.86400048	Jul-22	
Hukou	1.7	12.8	121.0388689	24.90009696	Jul-22	
Zhudong	0.92	3.1	121.0889549	24.74091408	Jul-22	
Hsinchu	1.57	4.9	120.9723675	24.8056356	Jul-22	
Toufen	1.57	5.4	120.8986929	24.69690679	Jul-22	
Miaoli	1.14	6.4	120.8201147	24.56499183	Jul-22	
Sanyi	0.9	4.6	120.7595675	24.38248443	Jul-22	
Fengyuan	0.87	3.3	120.7425241	24.25699731	Jul-22	
Shalu	0.72	3.6	120.568794	24.225628	Jul-22	
Dali	1.22	4.5	120.6784444	24.09961111	Jul-22	
Zhongming	1.5	4.3	120.641092	24.151958	Jul-22	
Xitun	1.59	3.8	120.616917	24.162197	Jul-22	
Changhua	1.08	5.7	120.541519	24.066	Jul-22	
Xianxi	1.11	10.6	120.469061	24.131672	Jul-22	
Erlin	1.32	6.8	120.409653	23.925175	Jul-22	
Nantou	1.14	9.1	120.685306	23.913	Jul-22	
Douliu	1.51	17.2	120.544994	23.711853	Jul-22	
Lunbei	0.87	3.9	120.348742	23.757547	Jul-22	
Xingang	0.76	5.9	120.345531	23.554839	Jul-22	
Puzi	1.21	2.6	120.2478	23.46538	Jul-22	
Taixi	1.35	5.6	120.1993333	23.702175	Jul-22	
Chiayi	1.68	14	120.4412515	23.46477865	Jul-22	
Xinying	1.49	6.9	120.31725	23.305633	Jul-22	
Shanhua	1.37	11.9	120.2974053	23.11337642	Jul-22	
Annan	1.49	4.9	120.2175	23.048197	Jul-22	
Tainan	1.25	7.5	120.22085	22.99123	Jul-22	
Meinong	1.16	4.8	120.530542	22.883583	Jul-22	
Qiaotou	1.68	7.6	120.305689	22.757506	Jul-22	
Renwu	1.4	4.9	120.332631	22.689056	Jul-22	
Fengshan	1.46	20.2	120.357422	22.628126	Jul-22	
Daliao	1.18	4.6	120.425311	22.56413611	Jul-22	
Linyuan	1.07	6.7	120.41175	22.4795	Jul-22	
Nanzi	0.9	3.7	120.328289	22.733667	Jul-22	
Zuoying	0.77	5	120.292917	22.674861	Jul-22	
Qianjin	1.36	23.5	120.2867611	22.63390278	Jul-22	
Qianzhen	1.25	9.6	120.3083336	22.6044507	Jul-22	
Xiaogang	0.65	3.6	120.337736	22.565833	Jul-22	
Pingtung	1.65	8.5	120.488033	22.673081	Jul-22	
Chaozhou	1.39	5.7	120.561175	22.523108	Jul-22	
Hengchun	1.64	6	120.788928	21.958069	Jul-22	
Taitung	1.5	8.6	121.15045	22.755358	Jul-22	
Hualien	1.31	10.9	121.599769	23.971306	Jul-22	
Yangming	1.77	13.1	121.529583	25.182722	Jul-22	
Yilan	2.98	23.4	121.746394	24.747917	Jul-22	
Dongshan	1.22	8.8	121.792928	24.632203	Jul-22	
Sanchong	1.54	10.4	121.493806	25.072611	Jul-22	
Zhongli	1.13	15.6	121.221667	24.953278	Jul-22	
Zhushan	1.09	6.3	120.677306	23.756389	Jul-22	
Yonghe	0.59	6.1	121.516306	25.017	Jul-22	
Fuxing	0.92	6.9	120.312017	22.608711	Jul-22	
Puli	0.94	4.2	120.967903	23.968842	Jul-22	
Matsu	0.83	4.5	119.9314938	26.15188416	Jul-22	
Kinmen	0.61	10.7	118.312256	24.432133	Jul-22	
Magong	0.41	2.8	119.566158	23.569031	Jul-22	
Guanshan	0.87	2.6	121.161933	23.045083	Jul-22	
Mailiao	0.47	2	120.251825	23.753506	Jul-22	
FugueiCape	1.93	10.2	121.5365689	25.29681695	Jul-22	
Dacheng	1.02	7.5	120.2696417	23.85493056	Jul-22	
Keelung	0.91	10.1	121.760056	25.129167	Aug-22	
Xizhi	0.76	7.3	121.64081	25.06624	Aug-22	
Wanli	0.75	3.8	121.689881	25.179667	Aug-22	
Xindian	0.78	5.2	121.537778	24.977222	Aug-22	
Tucheng	1.06	3.1	121.451861	24.982528	Aug-22	
Banqiao	0.78	3.3	121.458667	25.012972	Aug-22	
Xinzhuang	0.57	4.6	121.4325	25.037972	Aug-22	
Cailiao	1.06	4.7	121.481028	25.06895	Aug-22	
Linkou	0.99	6.5	121.3654898	25.07798949	Aug-22	
Tamsui	0.89	13.1	121.449239	25.1645	Aug-22	
Shilin	1.08	9.9	121.5166636	25.10334003	Aug-22	
Zhongshan	0.96	5.5	121.526528	25.062361	Aug-22	
Wanhua	1.09	3.8	121.507972	25.046503	Aug-22	
Guting	0.78	4.3	121.529556	25.020608	Aug-22	
Songshan	0.65	4.1	121.578611	25.05	Aug-22	
Datong	0.77	7.1	121.5134207	25.06331455	Aug-22	
Taoyuan	0.56	3.7	121.3050053	24.9947107	Aug-22	
Dayuan	0.89	4.7	121.2025147	25.06100357	Aug-22	
Guanyin	0.74	5.8	121.0828309	25.03556747	Aug-22	
Pingzhen	0.26	3.6	121.203986	24.952786	Aug-22	
Longtan	1.42	36.5	121.2164577	24.86400048	Aug-22	
Hukou	1.73	10.5	121.0388689	24.90009696	Aug-22	
Zhudong	1.16	4.3	121.0889549	24.74091408	Aug-22	
Hsinchu	1.52	8.8	120.9723675	24.8056356	Aug-22	
Toufen	1.37	5.4	120.8986929	24.69690679	Aug-22	
Miaoli	1.19	4.5	120.8201147	24.56499183	Aug-22	
Sanyi	1.09	4	120.7595675	24.38248443	Aug-22	
Fengyuan	1.21	3.1	120.7425241	24.25699731	Aug-22	
Shalu	0.75	3	120.568794	24.225628	Aug-22	
Dali	1.1	3	120.6784444	24.09961111	Aug-22	
Zhongming	1.69	4.8	120.641092	24.151958	Aug-22	
Xitun	1.61	3.6	120.616917	24.162197	Aug-22	
Changhua	1.1	9.6	120.541519	24.066	Aug-22	
Xianxi	1.16	6.5	120.469061	24.131672	Aug-22	
Erlin	1.36	7.2	120.409653	23.925175	Aug-22	
Nantou	1.08	5.4	120.685306	23.913	Aug-22	
Douliu	1.2	7.8	120.544994	23.711853	Aug-22	
Lunbei	1.06	5.1	120.348742	23.757547	Aug-22	
Xingang	0.78	4.3	120.345531	23.554839	Aug-22	
Puzi	1.16	3.2	120.2478	23.46538	Aug-22	
Taixi	2.19	9.5	120.1993333	23.702175	Aug-22	
Chiayi	1.33	8.9	120.4412515	23.46477865	Aug-22	
Xinying	2.03	7.3	120.31725	23.305633	Aug-22	
Shanhua	1.94	6	120.2974053	23.11337642	Aug-22	
Annan	1.64	4.5	120.2175	23.048197	Aug-22	
Tainan	1.65	5.1	120.22085	22.99123	Aug-22	
Meinong	1.44	3.9	120.530542	22.883583	Aug-22	
Qiaotou	1.88	6.3	120.305689	22.757506	Aug-22	
Renwu	1.96	10.5	120.332631	22.689056	Aug-22	
Fengshan	1.58	5.3	120.357422	22.628126	Aug-22	
Daliao	1.32	4	120.425311	22.56413611	Aug-22	
Linyuan	1.28	4.1	120.41175	22.4795	Aug-22	
Nanzi	1.1	5.1	120.328289	22.733667	Aug-22	
Zuoying	0.94	38.8	120.292917	22.674861	Aug-22	
Qianjin	1.51	8.3	120.2867611	22.63390278	Aug-22	
Qianzhen	1.18	7.6	120.3083336	22.6044507	Aug-22	
Xiaogang	0.7	2.8	120.337736	22.565833	Aug-22	
Pingtung	1.8	9.8	120.488033	22.673081	Aug-22	
Chaozhou	1.35	6.6	120.561175	22.523108	Aug-22	
Hengchun	1.54	7	120.788928	21.958069	Aug-22	
Taitung	1.36	6.2	121.15045	22.755358	Aug-22	
Hualien	1.52	8.4	121.599769	23.971306	Aug-22	
Yangming	1.42	10.1	121.529583	25.182722	Aug-22	
Yilan	1.91	23.5	121.746394	24.747917	Aug-22	
Dongshan	1.18	7.2	121.792928	24.632203	Aug-22	
Sanchong	1.3	7.4	121.493806	25.072611	Aug-22	
Zhongli	2	17.8	121.221667	24.953278	Aug-22	
Zhushan	1.14	5.4	120.677306	23.756389	Aug-22	
Yonghe	0.78	4.5	121.516306	25.017	Aug-22	
Fuxing	0.92	7.9	120.312017	22.608711	Aug-22	
Puli	0.88	5.9	120.967903	23.968842	Aug-22	
Matsu	0.58	3.5	119.9314938	26.15188416	Aug-22	
Kinmen	0.56	2.5	118.312256	24.432133	Aug-22	
Magong	0.56	2.7	119.566158	23.569031	Aug-22	
Guanshan	0.62	1.3	121.161933	23.045083	Aug-22	
Mailiao	0.56	1.7	120.251825	23.753506	Aug-22	
FugueiCape	1.83	10.8	121.5365689	25.29681695	Aug-22	
Dacheng	1.1	8.4	120.2696417	23.85493056	Aug-22	
Keelung	0.41	3.4	121.760056	25.129167	Sep-22	
Xizhi	0.69	5.4	121.64081	25.06624	Sep-22	
Wanli	1.03	6	121.689881	25.179667	Sep-22	
Xindian	0.62	2.5	121.537778	24.977222	Sep-22	
Tucheng	1.01	3.7	121.451861	24.982528	Sep-22	
Banqiao	0.74	4.8	121.458667	25.012972	Sep-22	
Xinzhuang	0.52	5.8	121.4325	25.037972	Sep-22	
Cailiao	1.06	4.8	121.481028	25.06895	Sep-22	
Linkou	1.15	4.8	121.3654898	25.07798949	Sep-22	
Tamsui	0.66	3.8	121.449239	25.1645	Sep-22	
Shilin	0.89	11.9	121.5166636	25.10334003	Sep-22	
Zhongshan	0.57	6.1	121.526528	25.062361	Sep-22	
Wanhua	0.88	3.8	121.507972	25.046503	Sep-22	
Guting	0.74	4.9	121.529556	25.020608	Sep-22	
Songshan	0.59	5.7	121.578611	25.05	Sep-22	
Datong	0.58	4.7	121.5134207	25.06331455	Sep-22	
Taoyuan	0.74	7.3	121.3050053	24.9947107	Sep-22	
Dayuan	0.83	3.7	121.2025147	25.06100357	Sep-22	
Guanyin	0.93	3.4	121.0828309	25.03556747	Sep-22	
Pingzhen	0.17	1.7	121.203986	24.952786	Sep-22	
Longtan	1.73	19.5	121.2164577	24.86400048	Sep-22	
Hukou	1.36	6.7	121.0388689	24.90009696	Sep-22	
Zhudong		2.9	121.0889549	24.74091408	Sep-22	
Hsinchu	1.72	34.8	120.9723675	24.8056356	Sep-22	
Toufen	1.15	3.2	120.8986929	24.69690679	Sep-22	
Miaoli	0.95	4	120.8201147	24.56499183	Sep-22	
Sanyi	1.01	2.3	120.7595675	24.38248443	Sep-22	
Fengyuan	1	8.1	120.7425241	24.25699731	Sep-22	
Shalu	0.53	3.2	120.568794	24.225628	Sep-22	
Dali	1.02	3.1	120.6784444	24.09961111	Sep-22	
Zhongming	1.58	4.8	120.641092	24.151958	Sep-22	
Xitun	1.42	4.1	120.616917	24.162197	Sep-22	
Changhua	1.02	5.9	120.541519	24.066	Sep-22	
Xianxi	1.41	4.3	120.469061	24.131672	Sep-22	
Erlin	1.37	4.6	120.409653	23.925175	Sep-22	
Nantou	1.01	5.1	120.685306	23.913	Sep-22	
Douliu	1.33	4.1	120.544994	23.711853	Sep-22	
Lunbei	1.06	5.6	120.348742	23.757547	Sep-22	
Xingang	0.9	6.1	120.345531	23.554839	Sep-22	
Puzi	1.22	3	120.2478	23.46538	Sep-22	
Taixi	2.05	8.7	120.1993333	23.702175	Sep-22	
Chiayi	1.09	9.7	120.4412515	23.46477865	Sep-22	
Xinying	2.03	5.8	120.31725	23.305633	Sep-22	
Shanhua	1.43	5.7	120.2974053	23.11337642	Sep-22	
Annan	1.64	5.1	120.2175	23.048197	Sep-22	
Tainan	1.66	7.1	120.22085	22.99123	Sep-22	
Meinong	1.46	4.7	120.530542	22.883583	Sep-22	
Qiaotou	1.95	11.7	120.305689	22.757506	Sep-22	
Renwu	2.54	17.1	120.332631	22.689056	Sep-22	
Fengshan	1.69	5.5	120.357422	22.628126	Sep-22	
Daliao	1.41	5.6	120.425311	22.56413611	Sep-22	
Linyuan	1.66	4.8	120.41175	22.4795	Sep-22	
Nanzi	1.41	6.7	120.328289	22.733667	Sep-22	
Zuoying	1.11	3.8	120.292917	22.674861	Sep-22	
Qianjin	1.64	7.9	120.2867611	22.63390278	Sep-22	
Qianzhen	1.64	9.5	120.3083336	22.6044507	Sep-22	
Xiaogang	0.93	3.9	120.337736	22.565833	Sep-22	
Pingtung	2.28	10.3	120.488033	22.673081	Sep-22	
Chaozhou	1.58	14.8	120.561175	22.523108	Sep-22	
Hengchun	1.75	12	120.788928	21.958069	Sep-22	
Taitung	1.79	13.4	121.15045	22.755358	Sep-22	
Hualien	2.01	12.5	121.599769	23.971306	Sep-22	
Yangming	1.78	13.9	121.529583	25.182722	Sep-22	
Yilan	2.37	18.2	121.746394	24.747917	Sep-22	
Dongshan	1.4	7.8	121.792928	24.632203	Sep-22	
Sanchong	1.67	10.5	121.493806	25.072611	Sep-22	
Zhongli	1.82	7.5	121.221667	24.953278	Sep-22	
Zhushan	1.61	8.3	120.677306	23.756389	Sep-22	
Yonghe	0.58	1.3	121.516306	25.017	Sep-22	
Fuxing	1.25	8	120.312017	22.608711	Sep-22	
Puli	0.76	2	120.967903	23.968842	Sep-22	
Matsu	0.53	2.7	119.9314938	26.15188416	Sep-22	
Kinmen	0.77	6.3	118.312256	24.432133	Sep-22	
Magong	0.48	1.7	119.566158	23.569031	Sep-22	
Guanshan	0.58	1.4	121.161933	23.045083	Sep-22	
Mailiao	0.55	2	120.251825	23.753506	Sep-22	
FugueiCape	1.66	9.9	121.5365689	25.29681695	Sep-22	
Dacheng	0.81	6.4	120.2696417	23.85493056	Sep-22	
Keelung	0.76	4.3	121.760056	25.129167	Oct-22	
Xizhi	0.96	4.7	121.64081	25.06624	Oct-22	
Wanli	1.12	4.2	121.689881	25.179667	Oct-22	
Xindian	0.75	3.2	121.537778	24.977222	Oct-22	
Tucheng	1.26	4	121.451861	24.982528	Oct-22	
Banqiao	0.76	4	121.458667	25.012972	Oct-22	
Xinzhuang	0.58	3.3	121.4325	25.037972	Oct-22	
Cailiao	1.11	3.9	121.481028	25.06895	Oct-22	
Linkou	0.95	9	121.3654898	25.07798949	Oct-22	
Tamsui	0.76	4.3	121.449239	25.1645	Oct-22	
Shilin	1.04	5.8	121.5166636	25.10334003	Oct-22	
Zhongshan	0.68	2.5	121.526528	25.062361	Oct-22	
Wanhua	0.82	3.7	121.507972	25.046503	Oct-22	
Guting	0.98	4.4	121.529556	25.020608	Oct-22	
Songshan	0.65	2.4	121.578611	25.05	Oct-22	
Datong	0.66	4	121.5134207	25.06331455	Oct-22	
Taoyuan	0.52	2.3	121.3050053	24.9947107	Oct-22	
Dayuan	0.93	3.5	121.2025147	25.06100357	Oct-22	
Guanyin	0.71	2.6	121.0828309	25.03556747	Oct-22	
Pingzhen	0.18	6.2	121.203986	24.952786	Oct-22	
Longtan	1.53	12.2	121.2164577	24.86400048	Oct-22	
Hukou	1.42	8.4	121.0388689	24.90009696	Oct-22	
Zhudong	0.81	6.7	121.0889549	24.74091408	Oct-22	
Hsinchu	1.88	11.9	120.9723675	24.8056356	Oct-22	
Toufen	1.18	20.2	120.8986929	24.69690679	Oct-22	
Miaoli	0.95	46.7	120.8201147	24.56499183	Oct-22	
Sanyi	1.07	4.2	120.7595675	24.38248443	Oct-22	
Fengyuan	1.1	3.9	120.7425241	24.25699731	Oct-22	
Shalu	0.54	3.5	120.568794	24.225628	Oct-22	
Dali	0.99	8.9	120.6784444	24.09961111	Oct-22	
Zhongming	1.66	5	120.641092	24.151958	Oct-22	
Xitun	1.72	8.3	120.616917	24.162197	Oct-22	
Changhua	0.96	5.3	120.541519	24.066	Oct-22	
Xianxi	1.14	4.5	120.469061	24.131672	Oct-22	
Erlin	1.43	5.5	120.409653	23.925175	Oct-22	
Nantou	1	4.9	120.685306	23.913	Oct-22	
Douliu	1.5	7.4	120.544994	23.711853	Oct-22	
Lunbei	1.09	4.4	120.348742	23.757547	Oct-22	
Xingang	0.89	5.1	120.345531	23.554839	Oct-22	
Puzi	1.26	2.7	120.2478	23.46538	Oct-22	
Taixi	2.27	13.8	120.1993333	23.702175	Oct-22	
Chiayi	1.16	8	120.4412515	23.46477865	Oct-22	
Xinying	2.26	5.3	120.31725	23.305633	Oct-22	
Shanhua	1.04	4.3	120.2974053	23.11337642	Oct-22	
Annan	1.75	5.1	120.2175	23.048197	Oct-22	
Tainan	1.47	8.9	120.22085	22.99123	Oct-22	
Meinong	1.58	4.1	120.530542	22.883583	Oct-22	
Qiaotou	1.59	5.9	120.305689	22.757506	Oct-22	
Renwu	2.76	28.6	120.332631	22.689056	Oct-22	
Fengshan	1.59	6	120.357422	22.628126	Oct-22	
Daliao	1.43	5.8	120.425311	22.56413611	Oct-22	
Linyuan	1.14	4.4	120.41175	22.4795	Oct-22	
Nanzi	1.38	4.8	120.328289	22.733667	Oct-22	
Zuoying	1.12	3.5	120.292917	22.674861	Oct-22	
Qianjin	1.54	4.8	120.2867611	22.63390278	Oct-22	
Qianzhen	1.67	13.1	120.3083336	22.6044507	Oct-22	
Xiaogang	1.01	3.4	120.337736	22.565833	Oct-22	
Pingtung	2.61	24.8	120.488033	22.673081	Oct-22	
Chaozhou	1.65	6.8	120.561175	22.523108	Oct-22	
Hengchun	1.87	7.5	120.788928	21.958069	Oct-22	
Taitung	1.73	7.6	121.15045	22.755358	Oct-22	
Hualien	1.96	9.3	121.599769	23.971306	Oct-22	
Yangming	2.3	26.2	121.529583	25.182722	Oct-22	
Yilan	2.26	10.9	121.746394	24.747917	Oct-22	
Dongshan	1.34	8.3	121.792928	24.632203	Oct-22	
Sanchong	2.11	9.9	121.493806	25.072611	Oct-22	
Zhongli	1.89	10	121.221667	24.953278	Oct-22	
Zhushan	1.78	18.7	120.677306	23.756389	Oct-22	
Yonghe	0.6	2.6	121.516306	25.017	Oct-22	
Fuxing	1.43	11.2	120.312017	22.608711	Oct-22	
Puli	0.81	3.6	120.967903	23.968842	Oct-22	
Matsu	0.55	5.3	119.9314938	26.15188416	Oct-22	
Kinmen	0.7	3	118.312256	24.432133	Oct-22	
Magong	0.48	2.1	119.566158	23.569031	Oct-22	
Guanshan	0.61	1.7	121.161933	23.045083	Oct-22	
Mailiao	0.54	2.1	120.251825	23.753506	Oct-22	
FugueiCape	1.9	11.5	121.5365689	25.29681695	Oct-22	
Dacheng	1.03	8.6	120.2696417	23.85493056	Oct-22	
Keelung	1.22	3.6	121.760056	25.129167	Nov-22	
Xizhi	0.86	2	121.64081	25.06624	Nov-22	
Wanli	1.27	3.4	121.689881	25.179667	Nov-22	
Xindian	0.86	2.4	121.537778	24.977222	Nov-22	
Tucheng	1.13	3.4	121.451861	24.982528	Nov-22	
Banqiao	0.85	3.4	121.458667	25.012972	Nov-22	
Xinzhuang	0.66	1.8	121.4325	25.037972	Nov-22	
Cailiao	1.03	3.2	121.481028	25.06895	Nov-22	
Linkou	0.93	3.2	121.3654898	25.07798949	Nov-22	
Tamsui	0.77	4.1	121.449239	25.1645	Nov-22	
Shilin	0.75	2.3	121.5166636	25.10334003	Nov-22	
Zhongshan	0.66	1.8	121.526528	25.062361	Nov-22	
Wanhua	1.11	3.5	121.507972	25.046503	Nov-22	
Guting	0.8	2.6	121.529556	25.020608	Nov-22	
Songshan	0.81	1.8	121.578611	25.05	Nov-22	
Datong	0.54	2.5	121.5134207	25.06331455	Nov-22	
Taoyuan	0.73	6.7	121.3050053	24.9947107	Nov-22	
Dayuan	0.88	4.8	121.2025147	25.06100357	Nov-22	
Guanyin	1.01	2.4	121.0828309	25.03556747	Nov-22	
Pingzhen	0.14	2.1	121.203986	24.952786	Nov-22	
Longtan	1.72	15.3	121.2164577	24.86400048	Nov-22	
Hukou	1.63	9.6	121.0388689	24.90009696	Nov-22	
Zhudong	1.33	6.4	121.0889549	24.74091408	Nov-22	
Hsinchu	2.06	8.9	120.9723675	24.8056356	Nov-22	
Toufen	1.21	4.9	120.8986929	24.69690679	Nov-22	
Miaoli	1.11	5	120.8201147	24.56499183	Nov-22	
Sanyi	1.19	3.7	120.7595675	24.38248443	Nov-22	
Fengyuan	1.18	3.9	120.7425241	24.25699731	Nov-22	
Shalu	0.65	2	120.568794	24.225628	Nov-22	
Dali	1.09	4.1	120.6784444	24.09961111	Nov-22	
Zhongming	1.66	3.2	120.641092	24.151958	Nov-22	
Xitun	1.63	3.2	120.616917	24.162197	Nov-22	
Changhua	1.18	6.2	120.541519	24.066	Nov-22	
Xianxi	1.53	3.9	120.469061	24.131672	Nov-22	
Erlin	1.41	3.3	120.409653	23.925175	Nov-22	
Nantou	0.99	4	120.685306	23.913	Nov-22	
Douliu	1.43	8.6	120.544994	23.711853	Nov-22	
Lunbei	1.18	2.8	120.348742	23.757547	Nov-22	
Xingang	1.26	4	120.345531	23.554839	Nov-22	
Puzi	1.38	2.3	120.2478	23.46538	Nov-22	
Taixi	2.04	7.3	120.1993333	23.702175	Nov-22	
Chiayi	1.07	4.8	120.4412515	23.46477865	Nov-22	
Xinying	1.95	5.1	120.31725	23.305633	Nov-22	
Shanhua	0.97	3.4	120.2974053	23.11337642	Nov-22	
Annan	1.51	4.9	120.2175	23.048197	Nov-22	
Tainan	1.51	4.2	120.22085	22.99123	Nov-22	
Meinong	1.53	4.4	120.530542	22.883583	Nov-22	
Qiaotou	1.63	8.8	120.305689	22.757506	Nov-22	
Renwu	2.5	15.8	120.332631	22.689056	Nov-22	
Fengshan	1.44	4.3	120.357422	22.628126	Nov-22	
Daliao	1.68	4.7	120.425311	22.56413611	Nov-22	
Linyuan	1.12	5.5	120.41175	22.4795	Nov-22	
Nanzi	1.87	13.4	120.328289	22.733667	Nov-22	
Zuoying	1.03	4.2	120.292917	22.674861	Nov-22	
Qianjin	2.05	7.4	120.2867611	22.63390278	Nov-22	
Qianzhen	1.52	4.6	120.3083336	22.6044507	Nov-22	
Xiaogang	0.95	2.4	120.337736	22.565833	Nov-22	
Pingtung	2.43	6.6	120.488033	22.673081	Nov-22	
Chaozhou	1.67	5.3	120.561175	22.523108	Nov-22	
Hengchun	1.92	4	120.788928	21.958069	Nov-22	
Taitung	1.75	5.1	121.15045	22.755358	Nov-22	
Hualien	1.97	7.1	121.599769	23.971306	Nov-22	
Yangming	1.87	11.9	121.529583	25.182722	Nov-22	
Yilan	1.97	7.8	121.746394	24.747917	Nov-22	
Dongshan	1.37	4.1	121.792928	24.632203	Nov-22	
Sanchong	2.18	5	121.493806	25.072611	Nov-22	
Zhongli	2.46	22.2	121.221667	24.953278	Nov-22	
Zhushan	1.35	8.3	120.677306	23.756389	Nov-22	
Yonghe	0.83	3.2	121.516306	25.017	Nov-22	
Fuxing	1.5	10.5	120.312017	22.608711	Nov-22	
Puli	0.99	3	120.967903	23.968842	Nov-22	
Matsu	0.54	1.6	119.9314938	26.15188416	Nov-22	
Kinmen	0.77	3.4	118.312256	24.432133	Nov-22	
Magong	0.73	2.2	119.566158	23.569031	Nov-22	
Guanshan	0.73	1.6	121.161933	23.045083	Nov-22	
Mailiao	0.66	1.9	120.251825	23.753506	Nov-22	
FugueiCape	2.09	8.1	121.5365689	25.29681695	Nov-22	
Dacheng	1.06	4.3	120.2696417	23.85493056	Nov-22	
